id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-AUD-28,stock-status,ADMIN,True,AUD,[DC-17];[E-21],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1104,table
QA-AUD-29,stock-status,ADMIN,False,AUD,[L-7],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1105,table
QA-AUD-30,stock-status,ADMIN,True,AUD,[E-22];[L-M1],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1106,table
QA-AUD-31,stock-status,ADMIN,False,AUD,[E-24];[L-15],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1107,table
QA-AUD-32,stock-status,ADMIN,False,AUD,[BR-4];[DC-8],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1108,table
QA-AUD-33,stock-status,ADMIN,False,AUD,[BR-4];[DC-8],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1109,table
QA-AUD-34,stock-status,ADMIN,True,AUD,[E-60],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1110,table
QA-AUD-35,stock-status,ADMIN,True,AUD,[DC-24];[E-58],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1111,table
QA-AUD-36,stock-status,WF,False,AUD,[E-51];[E-52];[L-13],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1112,table
QA-AUD-37,stock-status,ADMIN,True,AUD,[BR-34];[DC-34];[E-66],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1113,table
QA-AUD-38,stock-status,ADMIN,False,AUD,[BR-4];[DC-9];[E-79];[L-13];[L-15],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1114,table
QA-AUD-39,stock-status,ADMIN,False,AUD,[BR-36];[DC-10];[E-80];[L-15];[L-M2],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1115,table
QA-AUD-40,stock-status,ADMIN,False,AUD,[BR-35];[E-81];[L-13];[L-15];[PD-47],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1116,table
QA-AUD-41,stock-status,ADMIN,True,AUD,[E-82],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1117,table
QA-AUD-42,stock-status,ADMIN,False,AUD,[DC-17];[E-83],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1118,table
QA-AUD-43,stock-status,ADMIN,True,AUD,[DC-17];[DC-18];[DC-25];[E-84],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1119,table
QA-AUD-44,stock-status,ADMIN,False,AUD,[BR-31];[BR-4];[L-13];[L-M1],,,,,"QA-AUD — audit lifecycle, counting, unregistered add, confirm gate",1120,table
QA-LOG-01,stock-status,WF,False,LOG,[L-15],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1126,table
QA-LOG-02,stock-status,WF,False,LOG,[BR-31];[BR-4];[L-15],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1127,table
QA-LOG-03,stock-status,WF,False,LOG,[L-M2],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1128,table
QA-LOG-04,stock-status,WF,False,LOG,[BR-4];[L-M2b],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1129,table
QA-LOG-05,stock-status,WF,True,LOG,[E-24],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1130,table
QA-LOG-06,stock-status,WF,False,LOG,[BR-4];[G-6];[G-8],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1131,table
QA-LOG-07,stock-status,ADMIN,True,LOG,[BR-24];[L-15];[L-M2];[L-M2b],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1132,table
QA-LOG-08,stock-status,ADMIN,False,LOG,[DC-10];[G-8];[L-15];[L-M1],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1133,table
QA-LOG-09,stock-status,WF,False,LOG,[BR-31];[BR-4];[L-15],,,,,QA-LOG — Past Audit Logs and ADJUST detail modals,1134,table
QA-RES-01,stock-status,WF,False,RES,[L-6];[L-F1],,,,,QA-RES — Reserved modal and Cancel Inbound,1140,table
QA-RES-02,stock-status,WF,False,RES,[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1141,table
QA-RES-03,stock-status,WF,False,RES,[BR-19],,,,,QA-RES — Reserved modal and Cancel Inbound,1142,table
QA-RES-04,stock-status,WF,False,RES,[E-27];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1143,table
QA-RES-05,stock-status,WF,False,RES,[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1144,table
QA-RES-06,stock-status,WF,False,RES,[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1145,table
QA-RES-07,stock-status,ADMIN,False,RES,[DC-4];[DC-5];[G-2];[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1146,table
QA-RES-08,stock-status,ADMIN,False,RES,[DC-11];[DC-4];[DC-6];[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1147,table
QA-RES-09,stock-status,ADMIN,True,RES,[E-30],,,,,QA-RES — Reserved modal and Cancel Inbound,1148,table
QA-RES-10,stock-status,ADMIN,False,RES,[DC-5];[DC-6];[E-31],,,,,QA-RES — Reserved modal and Cancel Inbound,1149,table
QA-RES-11,stock-status,ADMIN,False,RES,[DC-12];[E-36];[G-7],,,,,QA-RES — Reserved modal and Cancel Inbound,1150,table
QA-RES-12,stock-status,ADMIN,True,RES,[DC-12];[E-65],,,,,QA-RES — Reserved modal and Cancel Inbound,1151,table
QA-RES-13,stock-status,ADMIN,True,RES,[E-32];[G-9];[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1152,table
QA-RES-14,stock-status,ADMIN,True,RES,[E-33],,,,,QA-RES — Reserved modal and Cancel Inbound,1153,table
QA-RES-15,stock-status,ADMIN,True,RES,[DC-31];[E-34];[L-M3];[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1154,table
QA-RES-16,stock-status,ADMIN,True,RES,[E-35];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1155,table
QA-RES-17,stock-status,ADMIN,False,RES,[BR-21];[E-29],,,,,QA-RES — Reserved modal and Cancel Inbound,1156,table
QA-RES-18,stock-status,ADMIN,True,RES,[E-26],,,,,QA-RES — Reserved modal and Cancel Inbound,1157,table
QA-RES-19,stock-status,ADMIN,True,RES,[E-27];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1158,table
QA-RES-20,stock-status,ADMIN,False,RES,[DC-30],,,,,QA-RES — Reserved modal and Cancel Inbound,1159,table
QA-RES-21,stock-status,ADMIN,True,RES,[BR-19];[E-28],,,,,QA-RES — Reserved modal and Cancel Inbound,1160,table
QA-RES-22,stock-status,ADMIN,False,RES,[DC-3];[G-8];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1161,table
QA-RES-23,stock-status,ADMIN,True,RES,[DC-5];[E-85],,,,,QA-RES — Reserved modal and Cancel Inbound,1162,table
QA-RES-24,stock-status,ADMIN,False,RES,[DC-4];[E-86];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1163,table
QA-RES-25,stock-status,ADMIN,True,RES,[E-62];[E-87];[L-M3],,,,,QA-RES — Reserved modal and Cancel Inbound,1164,table
QA-RES-26,stock-status,ADMIN,True,RES,[DC-11];[DC-12];[E-88];[L-M4],,,,,QA-RES — Reserved modal and Cancel Inbound,1165,table
QA-HIS-01,stock-status,WF,False,HIS,[L-F1],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1171,table
QA-HIS-02,stock-status,ADMIN,False,HIS,,,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1172,table
QA-HIS-03,stock-status,WF,False,HIS,[G-5];[G-6];[L-F1],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1173,table
QA-HIS-04,stock-status,WF,False,HIS,[BR-1];[L-14],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1174,table
QA-HIS-05,stock-status,WF,False,HIS,[L-8],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1175,table
QA-HIS-06,stock-status,WF,False,HIS,[E-39];[L-8],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1176,table
QA-HIS-07,stock-status,WF,True,HIS,[BR-18],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1177,table
QA-HIS-08,stock-status,WF,False,HIS,[L-8],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1178,table
QA-HIS-09,stock-status,ADMIN,False,HIS,[E-40];[NE-4],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1179,table
QA-HIS-10,stock-status,ADMIN,True,HIS,[L-9],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1180,table
QA-HIS-11,stock-status,ADMIN,True,HIS,[E-40],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1181,table
QA-HIS-12,stock-status,ADMIN,True,HIS,[E-37],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1182,table
QA-HIS-13,stock-status,ADMIN,False,HIS,[DC-21];[E-38],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1183,table
QA-HIS-14,stock-status,ADMIN,False,HIS,[E-63],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1184,table
QA-HIS-15,stock-status,WF,False,HIS,[E-71],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1185,table
QA-HIS-16,stock-status,ADMIN,False,HIS,[BR-32];[E-71],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1186,table
QA-HIS-17,stock-status,ADMIN,False,HIS,[BR-18];[DC-16];[E-89],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1187,table
QA-HIS-18,stock-status,WF,False,HIS,[L-8],,,,,"QA-HIS — Stock History search, cards, badges, chips, pagination",1188,table
QA-FRM-01,stock-status,WF,False,FRM,[L-F2],,,,,QA-FRM — Inbound and Outbound forms,1194,table
QA-FRM-02,stock-status,WF,True,FRM,[BR-17],,,,,QA-FRM — Inbound and Outbound forms,1195,table
QA-FRM-03,stock-status,WF,False,FRM,[L-F2],,,,,QA-FRM — Inbound and Outbound forms,1196,table
QA-FRM-04,stock-status,ADMIN,False,FRM,[DC-1];[G-2],,,,,QA-FRM — Inbound and Outbound forms,1197,table
QA-FRM-05,stock-status,ADMIN,True,FRM,[DC-27];[E-41],,,,,QA-FRM — Inbound and Outbound forms,1198,table
QA-FRM-06,stock-status,ADMIN,True,FRM,[E-42],,,,,QA-FRM — Inbound and Outbound forms,1199,table
QA-FRM-07,stock-status,ADMIN,False,FRM,[E-43],,,,,QA-FRM — Inbound and Outbound forms,1200,table
QA-FRM-08,stock-status,WF,False,FRM,[L-F2];[L-F3],,,,,QA-FRM — Inbound and Outbound forms,1201,table
QA-FRM-09,stock-status,ADMIN,True,FRM,[BR-16];[DC-20];[E-44];[E-45],,,,,QA-FRM — Inbound and Outbound forms,1202,table
QA-FRM-10,stock-status,ADMIN,False,FRM,[DC-2],,,,,QA-FRM — Inbound and Outbound forms,1203,table
QA-FRM-11,stock-status,ADMIN,False,FRM,[G-3],,,,,QA-FRM — Inbound and Outbound forms,1204,table
QA-FRM-12,stock-status,ADMIN,True,FRM,[G-3],,,,,QA-FRM — Inbound and Outbound forms,1205,table
QA-FRM-13,stock-status,ADMIN,True,FRM,[E-46];[G-9],,,,,QA-FRM — Inbound and Outbound forms,1206,table
QA-FRM-14,stock-status,ADMIN,True,FRM,[E-47],,,,,QA-FRM — Inbound and Outbound forms,1207,table
QA-FRM-15,stock-status,ADMIN,True,FRM,[E-48],,,,,QA-FRM — Inbound and Outbound forms,1208,table
QA-FRM-16,stock-status,ADMIN,True,FRM,[E-49],,,,,QA-FRM — Inbound and Outbound forms,1209,table
QA-FRM-17,stock-status,ADMIN,True,FRM,[DC-20];[E-91],,,,,QA-FRM — Inbound and Outbound forms,1210,table
QA-FRM-18,stock-status,ADMIN,False,FRM,[DC-1];[E-22];[E-90];[L-F2];[L-M1],,,,,QA-FRM — Inbound and Outbound forms,1211,table
QA-FRM-19,stock-status,WF,True,FRM,[BR-33],,,,,QA-FRM — Inbound and Outbound forms,1212,table
QA-FRM-20,stock-status,ADMIN,True,FRM,[L-F2],,,,,QA-FRM — Inbound and Outbound forms,1213,table
QA-COM-01,stock-status,WF,False,COM,[L-16],,,,,QA-COM — Comments hub,1219,table
QA-COM-02,stock-status,WF,False,COM,[NE-11],,,,,QA-COM — Comments hub,1220,table
QA-COM-03,stock-status,WF,False,COM,,,,,,QA-COM — Comments hub,1221,table
QA-COM-04,stock-status,WF,False,COM,,,,,,QA-COM — Comments hub,1222,table
QA-COM-05,stock-status,WF,True,COM,[E-50],,,,,QA-COM — Comments hub,1223,table
QA-COM-06,stock-status,ADMIN,False,COM,[DC-23];[E-93],,,,,QA-COM — Comments hub,1224,table
QA-COM-07,stock-status,ADMIN,False,COM,[DC-22],,,,,QA-COM — Comments hub,1225,table
QA-COM-08,stock-status,ADMIN,False,COM,[E-56],,,,,QA-COM — Comments hub,1226,table
QA-COM-09,stock-status,ADMIN,False,COM,[DC-33],,,,,QA-COM — Comments hub,1227,table
QA-COM-10,stock-status,ADMIN,True,COM,[BR-23],,,,,QA-COM — Comments hub,1228,table
QA-COM-11,stock-status,ADMIN,False,COM,[DC-11];[DC-12];[G-7],,,,,QA-COM — Comments hub,1229,table
QA-COM-12,stock-status,WF,False,COM,,,,,,QA-COM — Comments hub,1230,table
QA-COM-13,stock-status,ADMIN,True,COM,[E-93],,,,,QA-COM — Comments hub,1231,table
QA-COM-14,stock-status,WF,True,COM,[E-94],,,,,QA-COM — Comments hub,1232,table
QA-COM-15,stock-status,ADMIN,False,COM,[E-95],,,,,QA-COM — Comments hub,1233,table
QA-EXP-01,stock-status,WF,False,EXP,[L-F4],,,,,QA-EXP — Export,1239,table
QA-EXP-02,stock-status,ADMIN,False,EXP,[DC-19],,,,,QA-EXP — Export,1240,table
QA-EXP-03,stock-status,ADMIN,False,EXP,[BR-31];[DC-19];[E-54],,,,,QA-EXP — Export,1241,table
QA-EXP-04,stock-status,ADMIN,True,EXP,[E-1];[E-2],,,,,QA-EXP — Export,1242,table
QA-EXP-05,stock-status,ADMIN,True,EXP,[DC-19];[E-92];[G-2];[G-9],,,,,QA-EXP — Export,1243,table
QA-EXP-06,stock-status,ADMIN,False,EXP,[L-F4],,,,,QA-EXP — Export,1244,table
QA-GLB-01,stock-status,ADMIN,False,GLB,[G-2];[L-M1];[L-M4],,,,,QA-GLB — global-rule negatives applied across the page,1250,table
QA-GLB-02,stock-status,ADMIN,True,GLB,[G-2],,,,,QA-GLB — global-rule negatives applied across the page,1251,table
QA-GLB-03,stock-status,ADMIN,True,GLB,[G-9],,,,,QA-GLB — global-rule negatives applied across the page,1252,table
QA-GLB-04,stock-status,ADMIN,False,GLB,[G-15];[G-8],,,,,QA-GLB — global-rule negatives applied across the page,1253,table
QA-GLB-05,stock-status,ADMIN,True,GLB,[BR-30],,,,,QA-GLB — global-rule negatives applied across the page,1254,table
QA-GLB-06,stock-status,ADMIN,True,GLB,[E-57];[L-M1];[L-M4],,,,,QA-GLB — global-rule negatives applied across the page,1255,table
QA-GLB-07,stock-status,ADMIN,True,GLB,[L-15];[L-F5];[L-M1];[L-M2];[L-M2b];[L-M4];[NE-13];[NE-1],,,,,QA-GLB — global-rule negatives applied across the page,1256,table
QA-GLB-08,stock-status,WF,True,GLB,[G-1],,,,,QA-GLB — global-rule negatives applied across the page,1257,table
QA-GLB-09,stock-status,WF,True,GLB,[BR-4];[G-6];[L-13],,,,,QA-GLB — global-rule negatives applied across the page,1258,table
QA-GLB-10,stock-status,ADMIN,False,GLB,[E-96],,,,,QA-GLB — global-rule negatives applied across the page,1259,table
QA-GLB-11,stock-status,WF,True,GLB,[BR-31];[BR-4];[E-72],,,,,QA-GLB — global-rule negatives applied across the page,1260,table
QA-GLB-12,stock-status,WF,True,GLB,[BR-23];[BR-24],,,,,QA-GLB — global-rule negatives applied across the page,1261,table
QA-GLB-13,stock-status,WF,True,GLB,[E-70],,,,,QA-GLB — global-rule negatives applied across the page,1262,table
QA-GLB-14,stock-status,ADMIN,False,GLB,[E-69];[E-70],,,,,QA-GLB — global-rule negatives applied across the page,1263,table
QA-IMP-01,order-management,WF,False,IMP,,Open the import modal from the filter bar,Given the live wireframe is loaded and window.__qaSentinel = 'om',"When I click .filterbar button[data-modal=""m-import""] (label ⬆ Import)","Then #m-import has class open, its header text starts with Marketing Order Import, window.__qaSentinel === 'om', and no .gtoast node exists yet.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],906,prose
QA-IMP-02,order-management,WF,False,IMP,,Open the import modal from the wf-bar,Given the live wireframe is loaded,"When I click .wf-bar button[data-modal=""m-import""] (label Modal: Marketing Import)","Then #m-import has class open, and document.getElementById('m-import').querySelector('.modal').innerHTML is string-identical to the value the same expression returns after opening via QA-IMP-01's filter-bar button (§8.0 rule 6).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],911,prose
QA-IMP-03,order-management,WF,False,IMP,,Step 1 copy,Given #m-import is open,When I read the first step block,"Then it contains the bold label 1. Template, a button labelled ⬇ Download Template (.xlsx) with class btn-line, and the helper text Standard form from the dev team — Recipient · Contact · Address · Country · SKU · Qty · Campaign name.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],916,prose
QA-IMP-04,order-management,ADMIN,False,IMP,[DC-1],Template download persists [DC-1],Given the real admin import modal is open,When I click ⬇ Download Template (.xlsx),"Then an .xlsx file downloads and [DC-1] import.template_downloaded persists with my actor id, the timestamp, and the template version.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],921,prose
QA-IMP-05,order-management,WF,False,IMP,,Order Type default state,Given #m-import is open,When I read the second step block,"Then #otChipSeed has class on and text Influencer Seeding, #otChipCustom has text ✎ Custom and no on class, and #otCustom has style.display === 'none'.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],926,prose
QA-IMP-06,order-management,WF,False,IMP,,Order Type custom toggle and focus,Given #m-import is open,When I click #otChipCustom,"Then #otChipCustom has class on, #otChipSeed does not, #otCustom has style.display === 'inline-block' with placeholder Enter type (e.g. Pop-up event giveaway), and document.activeElement === document.getElementById('otCustom').",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],931,prose
QA-IMP-07,order-management,WF,False,IMP,,Toggling back hides the custom input but keeps its value,Given #otChipCustom is active and I have typed Pop-up event giveaway into #otCustom,When I click #otChipSeed,"Then #otCustom.style.display === 'none', #otChipSeed has class on, and #otCustom.value === 'Pop-up event giveaway' (retained but ignored, §3.2.2).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],936,prose
QA-IMP-08,order-management,WF,False,IMP,,PIC defaults and helper copy,Given #m-import is open,When I read the third step block,"Then the PIC <select> has Yongwon Ryu (me) selected among options Yongwon Ryu (me), Harshit, EuJin, Adinda; #picCustomBtn reads ✎ Custom; #picCustomIn has style.display === 'none' and placeholder Enter PIC name; and the helper text reads Default = logged-in user · Recorded as the PIC for this entire import — shown in the order list & RTO.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],941,prose
QA-IMP-09,order-management,WF,False,IMP,,PIC custom toggle and focus,Given #m-import is open,When I click #picCustomBtn,"Then #picCustomIn.style.display === 'inline-block' and document.activeElement === document.getElementById('picCustomIn') And when I click #picCustomBtn again, #picCustomIn.style.display === 'none'.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],946,prose
QA-IMP-10,order-management,WF,False,IMP,,Upload step copy,Given #m-import is open,When I read the fourth step block,Then it contains the bold label 4. Upload and a .dropzone whose text is 📄 Drag the completed template here or click to upload.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],952,prose
QA-IMP-11,order-management,WF,False,IMP,,Preview header format,Given #m-import is open,"When I read the preview header, located as document.querySelector('#m-import table.tbl').previousElementSibling (the <b> immediately preceding the preview table)",Then that element is a <b> and its textContent reads exactly Preview — mkt_seeding_batch3.xlsx · 12 rows parsed · 0 errors.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],957,prose
QA-IMP-12,order-management,WF,False,IMP,,Preview table headers,Given #m-import is open with annotations shown (the §8.0 default),"When I read #m-import thead th in order, taking each cell's own text per §8.0 rule 5c — th.firstChild.textContent, which excludes the <span class=""dot""> the annotated cell carries","Then #m-import thead th has length 7 and the seven values are Recipient, Country, SKU, Product Name, Qty, Campaign, Carrier (auto) And the raw textContent of the seventh cell is Carrier (auto)M1b, because that cell is <th class=""anno""> and contains the M1b annotation dot — the dot is intentional chrome (QA-GBL-11, _wireframe-fixes §E) and its presence is not a defect.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],962,prose
QA-IMP-13,order-management,WF,False,IMP,[G-6],Brand-bold product names [G-6],Given #m-import is open,When I read the Product Name cells,"Then row 1 contains <b>Dr.Jart+</b> followed by Cicapair Gentle Cleansing Foam, row 2 contains <b>Dr.Jart+</b> followed by Cicapair Sleepair Mask, and row 3 contains <b>innisfree</b> followed by Green Tea Seed Hyaluronic Serum.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],968,prose
QA-IMP-14,order-management,WF,False,IMP,[L-M1b],Connected-carrier rendering [L-M1b],Given #m-import is open,When I read the last cell of every row whose Country cell is GB,"Then each contains exactly YunExpress with computed colour rgb(25, 135, 84) and font-weight 700.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],973,prose
QA-IMP-15,order-management,WF,True,IMP,[E-7];[G-17];[L-M1b],"Unconnected carrier blocks the whole file [L-M1b] [E-7] [G-17] (rewritten 2026-08-04 — it previously asserted the superseded ""does not block"" behaviour)",Given #m-import is open in its default state (the clean preview),"When I close the modal, click the wf-bar toggle #impPreviewToggle, and reopen #m-import — the unconnected preview (WF-16b, wireframe-only chrome)","Then the row whose Recipient is Lucia Ramos and whose Country is PE carries YunExpress with computed colour rgb(25, 135, 84), #mktBlock is display: none, and #mktConfirm has neither disabled nor aria-disabled=""true"" Then #mktPECell reads exactly Cannot import — no connected carrier with computed colour rgb(220, 53, 69) and font-weight 700 And #mktBlock is display: block and reads exactly Cannot import — these countries have no connected carrier: PE. Ask the fulfillment team to connect them, or remove those rows and upload again. And #mktConfirm carries both disabled and aria-disabled=""true"" — one unconnected row refuses the entire file, and no order is created [G-17].",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],978,prose
QA-IMP-16,order-management,WF,False,IMP,,Confirm button label format,Given #m-import is open,When I read #mktConfirm,Then its text is exactly Confirm Import (12 orders) and it carries class btn-mkt.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],986,prose
QA-IMP-17,order-management,WF,False,IMP,[E-43];[E-45];[G-2],"Confirm toast text, colour, dismissal and no reload [E-43] [E-45]",Given #m-import is open and window.__qaSentinel = 'om',When I click #mktConfirm,"Then #m-import no longer has class open And #gtoast exists with display not none, position: fixed, top: 16px, right: 16px, computed background rgb(25, 135, 84) And its first text node is ✓ Confirmed — 12 orders imported and its <small> reads Carrier auto-assigned per country · 1 not connected — flagged to contact Fulfillment Center And after ~2 600 ms #gtoast has display: none And window.__qaSentinel === 'om' — the page did not reload [G-2].",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],991,prose
QA-IMP-18,order-management,WF,False,IMP,,Modal note copy (BR-1 in operator-visible form),Given #m-import is open,When I read .note.mkt,"Then it reads exactly On confirm, orders are created as MKT- orders and appear immediately in Ready to be Outbonded (Marketing view) regardless of stock or inbound status. — including the preserved spelling Outbonded.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1000,prose
QA-IMP-19,order-management,WF,True,IMP,[E-20];[G-6],No stock-error copy anywhere in the modal [E-20],Given #m-import is open,"When I search #m-import for the case-insensitive substrings out of stock, not in the warehouse, insufficient","Then none is present, and the only occurrence of stock in #m-import is inside .note.mkt (§3.2.7), in the phrase regardless of stock or inbound status (BR-1, R-2). (No Korean-language token is searched for. §2.2 declares that no Korean string exists anywhere on this page, so a Korean ""stock"" probe could never match: it would assert nothing and would contradict the spec's own declaration. Korean-copy regression belongs to a page that renders Korean [G-6].)",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1005,prose
QA-IMP-20,order-management,WF,True,IMP,,"No print, scan, or carrier-picker affordance in the modal",Given #m-import is open,"When I enumerate #m-import button, #m-import input, #m-import select","Then no button label contains Print, no input has type=""file"" or a scan role, and the only <select> is the PIC picker — there is no carrier <select> anywhere (BR-3, BR-28, BR-29).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1011,prose
QA-IMP-21,order-management,ADMIN,True,IMP,[DC-2];[E-1],Non-xlsx upload rejected [E-1],Given the real admin import modal is open,When I upload orders.csv,"Then an inline error reads Unsupported file — upload the .xlsx template., no preview renders, Confirm Import stays disabled, and [DC-2] import.file_uploaded persists with parse outcome rejected_format.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1016,prose
QA-IMP-22,order-management,ADMIN,True,IMP,[DC-3];[E-19];[E-3],A row error blocks the whole file [E-3] [E-19],Given the real admin import modal is open,When I upload a 12-row file where row 4 has an empty Country,"Then the preview header reads … · 12 rows parsed · 1 errors, row 4 shows its reason, Confirm Import is disabled, and [DC-3] import.file_parsed persists the per-row error reason (BR-12, [PD-57 · OWNER-PENDING]).",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1021,prose
QA-IMP-23,order-management,ADMIN,True,IMP,[E-20],Zero-stock SKU must NOT block [E-20],Given the real admin import modal is open,"When I upload a file whose every SKU has stock 0 and no inbound history, and then click Confirm Import","Then no error was raised, Confirm Import was enabled, and after the confirm all orders exist and are listed in the RTO Marketing view (BR-1). Regression guard for R-2.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1026,prose
QA-IMP-24,order-management,ADMIN,True,IMP,[E-14],Empty custom order type blocks confirm [E-14],Given a valid file is parsed with 0 errors,When I click ✎ Custom in Step 2 and leave #otCustom empty,Then Confirm Import is disabled and the inline message reads Enter an order type.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1031,prose
QA-IMP-25,order-management,ADMIN,True,IMP,[E-15],Empty custom PIC blocks confirm [E-15],Given a valid file is parsed with 0 errors,When I click ✎ Custom in Step 3 and type only whitespace into the PIC custom input,Then Confirm Import is disabled and the inline message reads Enter a PIC name.,8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1036,prose
QA-IMP-26,order-management,ADMIN,True,IMP,[E-2];[E-63],Zero data rows blocks confirm [E-2] [E-63],Given the real admin import modal is open,When I upload a valid template containing headers but no data rows,"Then the preview header reads … · 0 rows parsed · 0 errors, Confirm Import is disabled, and no empty batch is created.",8.1 Block IMP — Marketing Order Import [L-1] [L-M1] [L-M1b],1041,prose
